genes	logFC	logCPM	LR	PValue	FDR	symbol	keyvals
ENSG00000145012	-0.543907297614212	5.50200198318475	40.5840294855261	1.88339747683964e-10	2.74400948419553e-08	LPP	royalblue
ENSG00000133460	0.303214095043614	4.73868547662961	40.517147183007	1.94898112898141e-10	2.81804953240448e-08	SLC2A11	gold
ENSG00000173376	-1.46976870935114	2.03487810365225	40.4910285249094	1.97520904699372e-10	2.83449923841519e-08	NDNF	royalblue
ENSG00000123094	-0.561870708839795	5.57669310376874	40.441516323091	2.02590204254854e-10	2.88554973015533e-08	RASSF8	royalblue
ENSG00000165186	-0.573664097173199	4.81789706095156	40.3468990662343	2.1264267224821e-10	3.00629484631803e-08	PTCHD1	royalblue
ENSG00000067836	0.417854933899373	5.40622783412396	40.291594752068	2.18748073281207e-10	3.0698718578273e-08	ROGDI	gold
ENSG00000133142	0.243216184873733	6.94030749238544	40.260628755	2.22242930064443e-10	3.09615223591968e-08	TCEAL4	gold
ENSG00000148341	0.3545177291426	7.62008036301002	40.2270939565677	2.26090777419199e-10	3.10987189967022e-08	SH3GLB2	gold
ENSG00000074219	-0.966292896276955	2.74414200827975	40.2236773346945	2.26486531517427e-10	3.10987189967022e-08	TEAD2	royalblue
ENSG00000135046	-0.831920106582946	4.56683073499471	40.1711189185389	2.32662604345477e-10	3.17185604752698e-08	ANXA1	royalblue
ENSG00000107249	-0.635532907528274	4.13455729908112	40.149045011059	2.35306493915746e-10	3.18051367592463e-08	GLIS3	royalblue
ENSG00000185615	0.743926571443575	4.75946698070932	40.1380841067755	2.3663048411469e-10	3.18051367592463e-08	PDIA2	gold
ENSG00000158467	-0.52156189439777	6.78549141909994	40.0303883648048	2.50042549815398e-10	3.33728119285083e-08	AHCYL2	royalblue
ENSG00000142920	0.390086218334548	5.0490278358426	39.9773924093448	2.56919258354815e-10	3.40525067011111e-08	AZIN2	gold
ENSG00000018408	-0.732812737209296	5.32130811554842	39.8674159332847	2.71799814482552e-10	3.53053778390366e-08	WWTR1	royalblue
ENSG00000106780	-0.356809720025157	7.13781729442579	39.8670808056613	2.7184645347659e-10	3.53053778390366e-08	MEGF9	royalblue
ENSG00000188536	1.36674457525597	3.71220773219426	39.8665428814521	2.71921331988807e-10	3.53053778390366e-08	HBA2	gold
ENSG00000103342	-0.219679071142981	6.5602969608415	39.8272720342361	2.7744394168527e-10	3.57790207500342e-08	GSPT1	royalblue
ENSG00000100227	-0.356445455781442	6.36168032376075	39.7555847911331	2.87816425063409e-10	3.68675455621492e-08	POLDIP3	royalblue
ENSG00000099942	-0.174044182455422	6.97699859444516	39.7392606476488	2.90232131032666e-10	3.69291363525964e-08	CRKL	royalblue
ENSG00000141639	-0.60498308542004	6.81606549645551	39.6339325050589	3.06314514964136e-10	3.86400966880169e-08	MAPK4	royalblue
ENSG00000146963	0.295380282622812	5.32214692855245	39.6249420451155	3.07727899852173e-10	3.86400966880169e-08	LUC7L2	gold
ENSG00000101213	0.888506122810043	2.61323365525606	39.5902867738345	3.13237391818851e-10	3.90748291519908e-08	PTK6	gold
ENSG00000076344	0.544377869594119	5.10377701825583	39.5250549296691	3.23877242724423e-10	4.01397471080411e-08	RGS11	gold
ENSG00000174943	0.247264956666039	5.72627926275631	39.5075590543167	3.26791997268635e-10	4.02396907088333e-08	KCTD13	gold
ENSG00000085063	-0.453847750879343	7.94379822464931	39.4094227085675	3.43634752812131e-10	4.20423903344381e-08	CD59	royalblue
ENSG00000143970	-0.354840120732679	5.26421540129997	39.283282935252	3.66566317599532e-10	4.45623231700934e-08	ASXL2	royalblue
ENSG00000287243	0.711153557612953	2.65876717777399	39.2569474133502	3.71543998465308e-10	4.48815743968915e-08	THCAT155	gold
ENSG00000137693	-0.719021151794574	5.55423531559015	39.1907094039715	3.84364857599763e-10	4.61382872462206e-08	YAP1	royalblue
ENSG00000122367	0.955905818325162	4.98093953479297	39.1688616348214	3.88690056502974e-10	4.63658651150985e-08	LDB3	gold
ENSG00000145423	-1.1932586862046	4.29149681213349	39.1170612438003	3.99140698426463e-10	4.73167662743321e-08	SFRP2	royalblue
ENSG00000099622	0.606029423247919	8.12412881802396	39.0943880051634	4.03803057281439e-10	4.75739824152688e-08	CIRBP	gold
ENSG00000108821	-1.54909652093189	2.16769733851303	38.992207747052	4.25500529811474e-10	4.96311721401612e-08	COL1A1	royalblue
