genes	logFC	logCPM	LR	PValue	FDR	symbol	keyvals
ENSG00000100227	-0.215568904462266	5.81167002938692	20.241379524937	6.82603503312163e-06	0.00281580150602661	POLDIP3	royalblue
ENSG00000184307	0.350647568765474	5.6231436293324	20.1910082971585	7.00815806558664e-06	0.00283930518200053	ZDHHC23	gold
ENSG00000117115	-0.430860060812378	7.14627712224199	19.9890042794189	7.78887739530873e-06	0.00306354394378331	PADI2	royalblue
ENSG00000058866	-0.173515961496867	6.66579209894651	19.9785211047588	7.83169731749964e-06	0.00306354394378331	DGKG	royalblue
ENSG00000096746	-0.276924934772716	5.80102254479827	19.8421447128919	8.41076505070724e-06	0.00323429555034654	HNRNPH3	royalblue
ENSG00000140374	0.202541308719376	5.77260719064921	19.789857525503	8.64401474269855e-06	0.00326859010803908	ETFA	gold
ENSG00000277233	-1.07444281990155	2.24948237303474	19.7148355087064	8.99007373578693e-06	0.00334371791668088	NA	royalblue
ENSG00000104112	0.234358233829998	7.7850479408936	19.5642607915735	9.72719083877364e-06	0.00352723646287658	SCG3	gold
ENSG00000243398	-1.29231847938932	2.06977736735858	19.551101596056	9.7944242401809e-06	0.00352723646287658	RN7SL141P	royalblue
ENSG00000115461	-0.460638800050707	6.88538058536441	19.369733273247	1.07700533387385e-05	0.00376224157265731	IGFBP5	royalblue
ENSG00000089123	0.217893110672801	4.5283666131501	19.3682120131999	1.07786363814671e-05	0.00376224157265731	TASP1	gold
ENSG00000134533	0.259174400174768	4.37096968231095	19.3317652889607	1.09863372152654e-05	0.00377663664757487	RERG	gold
ENSG00000224116	0.38685648828572	2.74056479565851	19.2254402318425	1.16155091966411e-05	0.00390248248112601	INHBA-AS1	gold
ENSG00000020577	-0.379624582377355	6.62005672257798	19.212185432523	1.16964390301731e-05	0.00390248248112601	SAMD4A	royalblue
